order_code	customer	order_date	order_status	customer_po	line_index	line_kind	myob_row_id	myob_line_type	myob_item_number	myob_item_name	description	quantity	quantity_unit	quantity_type	unit_price	line_total	myob_sales_unit	requires_job_sheet	myob_item_uid	myob_order_uid
948067	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2024-06-19	dispatched	4303884689	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	13	cartons	units	77	1101.1	CTN	0		77e8d6ca-9011-580e-9d3c-0f54708c75e1
948067	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2024-06-19	dispatched	4303884689	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	116.4	128.04	ea	0		77e8d6ca-9011-580e-9d3c-0f54708c75e1
948070	NOOSA HOSPITAL	2024-06-19	dispatched	4506479459	0	myob_import	0	Transaction			PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .)	3	cartons	units	70.5	232.65	CTN	1		2c056333-5b99-56e2-8cb3-4ebc169bbdae
948070	NOOSA HOSPITAL	2024-06-19	dispatched	4506479459	1	myob_import	1	Transaction			CABLE TIES - CABLE TIES 4.8MM X 200MM, 100/PACK (UOM = PK)	3	ea	units	4.8	15.84	PK	0		2c056333-5b99-56e2-8cb3-4ebc169bbdae
948070	NOOSA HOSPITAL	2024-06-19	dispatched	4506479459	2	myob_import	2	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # BAG)	5	cartons	units	27.1	149.05	CTN	0		2c056333-5b99-56e2-8cb3-4ebc169bbdae
948070	NOOSA HOSPITAL	2024-06-19	dispatched	4506479459	3	myob_import	3	Transaction			PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1	cartons	units	130.2	143.22	CTN	0		2c056333-5b99-56e2-8cb3-4ebc169bbdae
948075	METRO NORTH HOSPITAL AND HEALTH SERVICE	2024-06-19	dispatched	4303890707	0	myob_import	0	Transaction			RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	1	cartons	units	49.9	54.89	CTN	0		65fd5f42-38c3-5893-b19c-82889ac75366
948075	METRO NORTH HOSPITAL AND HEALTH SERVICE	2024-06-19	dispatched	4303890707	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	21	23.1	ea	0		65fd5f42-38c3-5893-b19c-82889ac75366
948076	BLACKWOODS	2024-06-19	dispatched	AWO03360ST	0	myob_import	0	Transaction			PB400600150 QPB05 -IMP - QPB05:  IMP - LD NATURAL POLYBAG 400MM X 600MM X 150UM 250/CTN $/CTN (UOM = CTN)	1	cartons	units	86.95	95.65	CTN	0		fb0e2987-bbd8-5d48-b586-e7c9dcd47fbc
948077	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303889897	0	myob_import	0	Transaction			PB650G90060VPGW - PB650G90060VPGW L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN (UOM = CTN)   - (Customer Part # .)	10	cartons	units	127.4	1401.4	CTN	1		363fe5a5-2f23-584d-962d-cb6d1960638a
948077	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303889897	1	myob_import	1	Transaction			***SHIP WITH TNT ACCOUNT AS PER DARRYL P EMAIL OF APPROVAL***	1	ea	units	0	0		0		363fe5a5-2f23-584d-962d-cb6d1960638a
948077	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303889897	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		363fe5a5-2f23-584d-962d-cb6d1960638a
948079	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303888543	0	myob_import	0	Transaction			PB650G90060VPGW - PB650G90060VPGW L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 650 GUSSETT (400+250) X 900 X 60UM; 250/CTN; $/CTN (UOM = CTN)	8	cartons	units	127.4	1121.12	CTN	1		9be6e247-cdeb-585d-930d-241692c1bdeb
948079	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303888543	1	myob_import	1	Transaction			**TNT FREIGHT ***	1	ea	units	0	0		0		9be6e247-cdeb-585d-930d-241692c1bdeb
948079	CENTRAL QLD HOSPITAL AND HEALTH SERVICE	2024-06-19	closed	4303888543	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	111.38	122.52	ea	0		9be6e247-cdeb-585d-930d-241692c1bdeb
947838	DAYWALK	2024-06-18	closed	PO26273	0	myob_import	0	Transaction			PBR450830200UVVCI - 12-PVCI450830200UM-L/D WHITE HEAT SHRINK BAG VCI+UV ADDITIVE PRINTED "DAYWALK" 450MM X 830MM X 200UM;68/ROLL;$/ROLL (UOM = ROLL)	10	rolls	total_rolls	145	1595	ROLL	1		c5e99e63-6d57-5d79-a8a2-c0a8775fa5c7
947838	DAYWALK	2024-06-18	closed	PO26273	1	myob_import	1	Transaction			PBR9301070200UVVCI - 12-PVCI9301070200UM-L/D WHITE HEAT SHRINK BAG VCI+UV ADDITIVAE PRINTED "DAYWALK" 930MM X 1070MM X 200UM;25/ROLL;$/ROLL (UOM = ROLL)	10.72	rolls	total_rolls	155	1827.76	ROLL	1		c5e99e63-6d57-5d79-a8a2-c0a8775fa5c7
947838	DAYWALK	2024-06-18	closed	PO26273	2	myob_import	2	Transaction			PALLETS - OUTGOING - 1050MM X 1050MM HEAT TREATED PINE - NON RETURNABLE (UOM = ea)	1	ea	units	18.9	20.79	ea	0		c5e99e63-6d57-5d79-a8a2-c0a8775fa5c7
947838	DAYWALK	2024-06-18	closed	PO26273	3	myob_import	3	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		c5e99e63-6d57-5d79-a8a2-c0a8775fa5c7
947864	DAYWALK	2024-06-18	closed	PO26282	0	myob_import	0	Transaction			PB750800100PUV - 12-BUV3032-L/D NATURAL POLY BAG 3% UV PRINTED "DAYWALK" 750MM X 800MM X 100UM (100/CTN) $/CTN (UOM = CTN)   - (Customer Part # 12-BUV3032)	34	cartons	units	58.25	2178.55	CTN	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	1	myob_import	1	Transaction			PBR300450200PUVSHRINK - L/D HEAT SHRINK PRINTED POLY BAGS WITH UV & CORROSION INHIBITOR 300MM X 450MM X 200UM 200PER ROLL $/ROLL (UOM = ROLL)	16	rolls	total_rolls	110.25	1940.4	ROLL	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	2	myob_import	2	Transaction			PBR400600150P - 12-BUC400/600/150R - L/D NATURAL POLY BAG ON ROLL PRINTED "DAYWALK" 8%UV  5%CI 400MM X 600MM X 150UM 150 BAGS PER ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	10	rolls	total_rolls	93	1023	ROLL	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	3	myob_import	3	Transaction			PBR600900200PUVC-12-BUC600/900/200R - L/D NATURAL POLY BAG ON ROLL WITH UV ADDITIVE, CORROSION INHIBITOR PRINTED "DAYWALK" 600MM X 900MM X 200UM; 50/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # 12-BUC600/900/200R)	10	rolls	total_rolls	84	924	ROLL	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	4	myob_import	4	Transaction			PBR600900200UVVCI - 12-PVCI600900200UM-L/D WHITE HEAT SHRINK BAG VCI+UV ADDITIVE PRINTED "DAYWALK" 600MM X 900MM X 200UM;48/ROLL;$/ROLL (UOM = ROLL)	10	rolls	total_rolls	155	1705	ROLL	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	5	myob_import	5	Transaction			T200150PUVCI - 12-TUC200/150/10 - L/D NATURAL POLY TUBE PRINTED ORANGE "DAYWALK" 8%UV 5%CI 200MM X 150UM X 180MTS 10KG/ROLL $/ROLL (UOM = ROLL)	10	rolls	total_rolls	85	935	ROLL	1		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	6	myob_import	6	Transaction			HARDWOOD PALLET - HARDWOOD PALLET 1050MM - DAYWALK CUSTOM PALLET SIZE (UOM = ea)	3	ea	units	18.9	62.37	ea	0		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864	DAYWALK	2024-06-18	closed	PO26282	7	myob_import	7	Transaction			**USE FMT ACCOUNT TO SHIP ORDER*******	1	ea	units	0	0		0		fe044231-14e6-5026-afa6-84d2f4c4faaa
947864-02	DAYWALK	2024-06-18	dispatched	PO26282	0	myob_import	0	Transaction			PBR7701000200UVVCI - 12-PVCI7701000200UM-L/D WHITE HEAT SHRINK BAG VCI+UV PRINTED "DAYWALK" 770MM X 1000MM X 200UM;33/ROLL;$/ROLL (UOM = ROLL)	9	rolls	total_rolls	155	1534.5	ROLL	1		0cf49233-f36f-5289-a5da-6198c88904f9
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	0	myob_import	0	Transaction			PBR2001000100 - L/D NATURAL POLY BAG 200MM X 1000MM X 100UM  300/ROLL $/ROLL (UOM = ROLL)	5	rolls	total_rolls	84.5	464.75	ROLL	1		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	1	myob_import	1	Transaction			PBR3601600150 - L/D NATURAL POLY BAG 360MM X 1600MM X 150UM 100/ROLL $/ROLL (UOM = ROLL)	5	rolls	total_rolls	109	599.5	ROLL	1		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	2	myob_import	2	Transaction			PBR360600150 - L/D NATURAL POLY BAG 360MM X 600MM X 150UM  250/ROLL $/ROLL (UOM = ROLL)	7	rolls	total_rolls	109	839.3	ROLL	1		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	3	myob_import	3	Transaction			PBR6201200150 - L/D NATURAL POLY BAG 620MM X 1200MM X 150UM  75/ROLL $/ROLL (UOM = ROLL)	5	rolls	total_rolls	109	599.5	ROLL	1		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	4	myob_import	4	Transaction			PBR620800150 - L/D NATURAL POLY BAG 620MM X 800MM X 150UM 100/ROLL $/ROLL (UOM = ROLL)	5	rolls	total_rolls	95	522.5	ROLL	1		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	5	myob_import	5	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947902	PRO-PAC GROUP PTY LTD FROM US	2024-06-18	closed	1093022	6	myob_import	6	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		8d90d145-0760-5f6b-9ba9-1c0c940b0d45
947990-02	GREENSLOPES HOSPITAL	2024-06-18	closed	4506463417	0	myob_import	0	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	11	cartons	units	27.1	327.91	CTN	0		1a33b5e2-8f66-53d1-80c1-2a8b1a6081a6
947990-02	GREENSLOPES HOSPITAL	2024-06-18	closed	4506463417	1	myob_import	1	Transaction			***SHIP WITH P1.948059/4506477381/948039/4506473073/947990/4506463417/P2948073/4506481659/948023/4506470735**18/06/24DF***	1	ea	units	0	0		0		1a33b5e2-8f66-53d1-80c1-2a8b1a6081a6
948019	CABOOLTURE PRIVATE HOSPITAL	2024-06-18	dispatched	4506469473	0	myob_import	0	Transaction			PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	10	cartons	units	70.5	775.5	CTN	0		ae37c799-b5b7-5d64-a97c-d7d3e8808f23
948023-02	GREENSLOPES HOSPITAL	2024-06-18	closed	4506470735	0	myob_import	0	Transaction			PBR66096530-IMP CL6528 - CL6528 - LD NATURAL POLY BAG ON ROLL 660MMX 965MM X 30UM ; 250/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)	1	rolls	total_rolls	39.1	43.01	ROLL	0		2f8a45db-0848-5f89-88a4-7cfa0c492d3b
948023-02	GREENSLOPES HOSPITAL	2024-06-18	closed	4506470735	1	myob_import	1	Transaction			***SHIP WITH P1.948059/4506477381/948039/4506473073/947990/4506463417/P2948073/4506481659/948023/4506470735**18/06/24DF***	1	ea	units	0	0		0		2f8a45db-0848-5f89-88a4-7cfa0c492d3b
948023-02	GREENSLOPES HOSPITAL	2024-06-18	closed	4506470735	2	myob_import	2	Transaction			**SHIP WITH 948022/4506469532***11/06/24DF***	1	ea	units	0	0		0		2f8a45db-0848-5f89-88a4-7cfa0c492d3b
948039	GREENSLOPES HOSPITAL	2024-06-18	closed	4506473073	0	myob_import	0	Transaction			PB35047040YP (1000) - YCW1040: 10 LITRE YELLOW CLINICAL WASTE 350MM X 470MM X 40UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .)	6	cartons	units	69.25	457.05	CTN	1		1d338439-8780-5d85-84ba-3a18adb4ff63
948039	GREENSLOPES HOSPITAL	2024-06-18	closed	4506473073	1	myob_import	1	Transaction			***SHIP WITH P1.948059/4506477381/948039/4506473073/947990/4506463417/P2948073/4506481659/948023/4506470735**18/06/24DF***	1	ea	units	0	0		0		1d338439-8780-5d85-84ba-3a18adb4ff63
948059	GREENSLOPES HOSPITAL	2024-06-18	closed	4506477381	0	myob_import	0	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	60	cartons	units	27.1	1788.6	CTN	0		0decc867-5475-538c-83b3-4a4b09447d92
948059	GREENSLOPES HOSPITAL	2024-06-18	closed	4506477381	1	myob_import	1	Transaction			PBR530G74040YP-IMP - YCW3404: 34 LITRE YELLOW CLINICAL WASTE BAG on ROLL (270+260)MM X 740MM X 40UM  250/ROLL  $PER ROLL.-IMP.(greenslopes $33.20/rl) (UOM = ROLL)	8	rolls	total_rolls	60.5	532.4	ROLL	0		0decc867-5475-538c-83b3-4a4b09447d92
948059	GREENSLOPES HOSPITAL	2024-06-18	closed	4506477381	2	myob_import	2	Transaction			***SHIP WITH P1.948059/4506477381/948039/4506473073/947990/4506463417/P2948073/4506481659/948023/4506470735**18/06/24DF***	1	ea	units	0	0		0		0decc867-5475-538c-83b3-4a4b09447d92
948064	MCC BRISBANE	2024-06-18	dispatched	P000059422	0	myob_import	0	Transaction			PBR1015G66020BLMD - M/D BLUE POLY BAG ON ROLL 1015 GUSSET X 660MM X  20UM  500/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	16	rolls	total_rolls	86.94	1530.14	ROLL	1		ce66308d-bd61-532d-ba28-d7ecd718823d
948064	MCC BRISBANE	2024-06-18	dispatched	P000059422	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		ce66308d-bd61-532d-ba28-d7ecd718823d
948065	SAN ANTONE FOOD GROUP PTY	2024-06-18	dispatched	MASON - WALK IN	0	myob_import	0	Transaction			PBR690G46035-IMP 5KG PRAWN - 5KG PRAWN BAG 161B L/D NATURAL POLY BAG 690MM GUSSET (390+300) X 460MM X 35UM 500/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	6	rolls	total_rolls	53.25	351.45	ROLL	0		d7b2d3c5-24b2-59d9-839d-561bf454c2b5
948071	EZYBAKE	2024-06-18	dispatched	00000889	0	myob_import	0	Transaction			SR52037050BT - M/D BLUE TINT PERFORATED SHEET 520MM X 370MM X 50UM 1000/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # EPPS430)	20	rolls	total_rolls	55	1210	ROLL	1		59a8ef4c-d323-5b55-8037-72b234c792c9
948071	EZYBAKE	2024-06-18	dispatched	00000889	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		59a8ef4c-d323-5b55-8037-72b234c792c9
948072	A1 COATERS	2024-06-18	dispatched	PHONE 18.06.24	0	myob_import	0	Transaction			PB455685150 QPB07 - QPB07  LD NATURAL POLYBAG 455MM X 685MM X 150UM  200/CTN  $/CTN (UOM = CTN)	1	cartons	units	120	132	CTN	1		c2e3cc62-b1dc-5e28-9111-7fcd7dd0f30e
948072	A1 COATERS	2024-06-18	dispatched	PHONE 18.06.24	1	myob_import	1	Transaction			STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	2	cartons	units	90.6675	199.47	CTN	0		c2e3cc62-b1dc-5e28-9111-7fcd7dd0f30e
948072	A1 COATERS	2024-06-18	dispatched	PHONE 18.06.24	2	myob_import	2	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # WRAP)	2	cartons	units	90	198	CTN	0		c2e3cc62-b1dc-5e28-9111-7fcd7dd0f30e
948073	GREENSLOPES HOSPITAL	2024-06-18	closed	4506481659	0	myob_import	0	Transaction			PBR1180G150030MD-IMP - CL24002MD - LD NATURAL POLY BAG ON ROLL 1180MM GUSSET (750+430) X 1500MM X 30UM ; 100/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)	25	rolls	total_rolls	39.05	1073.88	ROLL	0		d5c7ea2b-6679-55bc-aaa3-ba1996101a70
948073	GREENSLOPES HOSPITAL	2024-06-18	closed	4506481659	1	myob_import	1	Transaction			***SHIP WITH P1.948059/4506477381/948039/4506473073/947990/4506463417/P2948073/4506481659/948023/4506470735**18/06/24DF***	1	ea	units	0	0		0		d5c7ea2b-6679-55bc-aaa3-ba1996101a70
948074	TRIPLE M HOLDINGS PTY LTD	2024-06-18	dispatched	813993	0	myob_import	0	Transaction			PB15023075 - 2PBPSB - LD NATURAL POLYBAG 150MM X 230MM X 75UM, 1000/CTN, $PER 1000 (UOM = THOU)   - (Customer Part # 2PBPSB)	5	1000	units	40	220	THOU	1		49f3fa0c-b5fa-5b62-8e13-e61aca8474b9
948074	TRIPLE M HOLDINGS PTY LTD	2024-06-18	dispatched	813993	1	myob_import	1	Transaction			T120100 - L/D NATURAL POLY TUBE 120MM X 450M X 100UM  10kg/ROLL  $/kilogram (UOM = kg)   - (Customer Part # 2PBPA)	50	kg	kg	3.6	198	kg	1		49f3fa0c-b5fa-5b62-8e13-e61aca8474b9
947882	BLACKWOODS	2024-06-17	closed	PEN52915ST	0	myob_import	0	Transaction			PB30045075 - L/D NATURAL POLY BAG 300MM X 450MM X 75UM  1000/CTN  $/1000 (UOM = THOU)	5.29	1000	units	136	791.38	THOU	1		087f36ce-a014-54c8-8537-5e32ab334adf
947882	BLACKWOODS	2024-06-17	closed	PEN52915ST	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		087f36ce-a014-54c8-8537-5e32ab334adf
948051	LEP	2024-06-17	dispatched	73989	0	myob_import	0	Transaction			CFR840(1680)168025imp(250) - NATURAL TOPSHEETS 840(1680)MM X 1680MM; 250/ROLL; $PER ROLL (UOM = ROLL)   - (Customer Part # .)	1	rolls	total_rolls	85	93.5	ROLL	1		f2d513ea-1eac-5535-8cfb-28bac0b97e32
948051	LEP	2024-06-17	dispatched	73989	1	myob_import	1	Transaction			STRETCH Machine Wrap 1600/20 - STRETCH Premium Machine Wrap 500mm x 1600mtr x 20um (50 ROLLS PER PALLET) (UOM = ROLL)	4	rolls	total_rolls	76.9	338.36	ROLL	1		f2d513ea-1eac-5535-8cfb-28bac0b97e32
948051	LEP	2024-06-17	dispatched	73989	2	myob_import	2	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)	2	cartons	units	90	198	CTN	0		f2d513ea-1eac-5535-8cfb-28bac0b97e32
948060	MATER MISERICORD LTD (B)	2024-06-17	dispatched	MPO0176612	0	myob_import	0	Transaction			PBR1180G150030MD-IMP - CL24002MD - LD NATURAL POLY BAG ON ROLL 1180MM GUSSET (750+430) X 1500MM X 30UM ; 100/ROLL ; $/ROLL (UOM = ROLL)	2	rolls	total_rolls	48.6	106.92	ROLL	0		6662eeda-8f57-5ebe-b18e-f947a36b72b4
948060	MATER MISERICORD LTD (B)	2024-06-17	dispatched	MPO0176612	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	42.3	46.53	ea	0		6662eeda-8f57-5ebe-b18e-f947a36b72b4
947925-02	BLACKWOODS	2024-06-14	closed	MCN62949ST	0	myob_import	0	Transaction			PB355500100 - LD CLEAR POLY BAG 355MM X 500MM X 100UM:250/CTN;$/CTN (UOM = CTN)	13	cartons	units	62	886.6	CTN	1		4515029e-914b-56a7-8910-51a50e7c3729
947925-02	BLACKWOODS	2024-06-14	closed	MCN62949ST	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		4515029e-914b-56a7-8910-51a50e7c3729
948025	BLACKWOODS	2024-06-14	dispatched	RCN89777ST	0	myob_import	0	Transaction			PB205305100 QPB06 - QPB06  LD NATURAL POLYBAG 205MM (W) X 305MM (L) X 100UM ;1000/CTN $/CTN (UOM = CTN)   - (Customer Part # -)	3	cartons	units	68.25	225.23	CTN	1		3fca64f0-a453-546c-9ef6-9483e6785455
948027	DARLING DOWNS HOSPITAL AND HEALTH SERVICE	2024-06-14	dispatched	4303870245	0	myob_import	0	Transaction			PB760G100030VPGW - PB760G100030VP L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 760 GUSSETT (380+380) X 1000 X 30UM; 250/CTN; $/CTN; (UOM = CTN)   - (Customer Part # .)	4	cartons	units	82.6	363.44	CTN	1		9f614e38-86dd-5ba1-b0fe-ee6ffb3ea2e4
948027	DARLING DOWNS HOSPITAL AND HEALTH SERVICE	2024-06-14	dispatched	4303870245	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	86.2	94.82	ea	0		9f614e38-86dd-5ba1-b0fe-ee6ffb3ea2e4
948035	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-14	closed	4303871593	0	myob_import	0	Transaction			PB800G110030P3R - 3R80RECYCLED M/D NATURAL RECYCLED POLY BAG PRINTED '3R RECYCLABLE WASTE'; 800 GUSSETT (400+400) X 1100 X 30UM; 100/CTN; $/CTN; BULK BUY PRICE $16.90/CTN (UOM = CTN)   - (Customer Part # .)	4	cartons	units	38.4	168.96	CTN	1		c3d756c5-998d-5260-8920-54578feb8c96
948035	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-14	closed	4303871593	1	myob_import	1	Transaction			***SHIP WITH TNT ACCOUNT AS PER DARRYL P EMAIL OF APPROVAL***	1	ea	units	0	0		0		c3d756c5-998d-5260-8920-54578feb8c96
948035	CAIRNS HOSPITAL AND HEALTH SERVICE	2024-06-14	closed	4303871593	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		c3d756c5-998d-5260-8920-54578feb8c96
948036	SUNSHINE COAST HOSPITAL AND HEALTH SERVIC	2024-06-14	dispatched	4303872296	0	myob_import	0	Transaction			PB1180G150030 - CL24024IMP - CL24024: CLEAR BIN LINER 240L 1180G X 1500MM X 30UM;100/CTN;$/CTN (UOM = CTN)	2	cartons	units	77	169.4	CTN	0		de989bad-95f0-5d8d-965a-c94fae405a45
948036	SUNSHINE COAST HOSPITAL AND HEALTH SERVIC	2024-06-14	dispatched	4303872296	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	2	ea	units	21	46.2	ea	0		de989bad-95f0-5d8d-965a-c94fae405a45
948038	WEST MORETON HOSPITAL AND HEALTH SERVICE	2024-06-14	dispatched	4303872549	0	myob_import	0	Transaction			PB1180G150070PCYTO - CYTO240 M/D LILAC POLY BAG PRINTED 'CYTOTOXIC WASTE'; 1180 GUSSETT (750+430) X 1500MM X 70UM; 100/CTN; $/CTN; (UOM = CTN)	1	cartons	units	170	187	CTN	1		cf9be1b5-f438-5c9a-9df1-dcee3cb41e5d
948038	WEST MORETON HOSPITAL AND HEALTH SERVICE	2024-06-14	dispatched	4303872549	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	32	35.2	ea	0		cf9be1b5-f438-5c9a-9df1-dcee3cb41e5d
947804-02	THE DECKSTORE PTY LTD	2024-06-13	dispatched	31857	0	myob_import	0	Transaction			CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)	7	rolls	total_rolls	44	338.8	ROLL	1		fa948747-d7e6-5942-a703-9764e6262272
947804-02	THE DECKSTORE PTY LTD	2024-06-13	dispatched	31857	1	myob_import	1	Transaction			PBR380760100(250) - BAG B  L/D NATURAL POLY BAG ON ROLL  380MM X 760MM X 100UM  250/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # BARRA BAG)	7	rolls	total_rolls	62.5	481.25	ROLL	1		fa948747-d7e6-5942-a703-9764e6262272
