Receivable Invoice Detail																
DOLPHIN PLASTICS & PACKAGING																
For the period 1 July 2025 to 30 June 2026																
																
Invoice Number	Invoice Date	Source	Reference	Item Code	Description	Quantity	Unit Price (ex) (AUD)	Discount (ex) (AUD)	GST (AUD)	Gross (AUD)	Invoice Total (AUD)	Balance (AUD)	Contact Account Number	Contact Group	Account Code	Account
																
A1 COATERS																
950950	09 Mar 2026	Receivable Invoice	PO-08001		T1000200 - LD NATURAL TUBE 1000MM X 68M X 200UM;25KG/ROLL;$/KG (UOM = kg)   - (Customer Part # .)	150.0000	6.1000	0.00	91.50	1,006.50	1,006.50	1,006.50	5423		4030	Sales - Manufactured Finished Goods
950950	09 Mar 2026	Receivable Invoice	PO-08001		**HAVE ADVISED CUSTOMER THAT THIS ORDER WAS PLACED AFTER THE CUT OFF DATE FOR THE END OF THE YEAR***WILL TRY OUR BEST TO GET THIS ONE COMPLETED BUT IT MAY BE JANUARY DELIVERY ***	1.0000	0.0000	0.00	0.00	0.00	1,006.50	0.00	5423			
Total HYQUAL						389.9000		0.00	2,478.48	27,263.27		1,006.50				
																
INDEPENDENT SEAFOOD PRODUCERS P/L																
950936	15 Oct 2025	Receivable Invoice	SHAWN 25.09.25		VPB35045070 - VAC BAG 350 X 450 X 70UM  500/CTN  $/1000 (UOM = THOU)   - (Customer Part # .)	0.5000	218.0000	0.00	10.90	119.90	2,498.98	0.00	5430		4040	Sales - Purchased Finished Goods
950936	15 Oct 2025	Receivable Invoice	SHAWN 25.09.25		PBR48092075(250) - PO1: L/D NATURAL POLY BAG ON ROLL 480MM X 920MM X 75UM 250/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	6.0000	91.3100	0.00	54.79	602.65	2,498.98	0.00	5430		4030	Sales - Manufactured Finished Goods
950936	15 Oct 2025	Receivable Invoice	SHAWN 25.09.25		PBR555G40025 3KG PRAWN - 3KG PRAWN BAG 161A L/D NATURAL POLY BAG 555MM GUSSET (330+225) X 400MM X 25UM 1000/ROLL $/ROLL (UOM = ROLL)	6.0000	92.0000	0.00	55.20	607.20	2,498.98	0.00	5430		4030	Sales - Manufactured Finished Goods
950936	15 Oct 2025	Receivable Invoice	SHAWN 25.09.25		VPB40060070 - VAC BAG 400 X 600 X 70UM  500/CTN  $/1000 (UOM = THOU)	3.0000	218.0000	0.00	65.40	719.40	2,498.98	0.00	5430		4040	Sales - Purchased Finished Goods
950936	15 Oct 2025	Receivable Invoice	SHAWN 25.09.25		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	408.9400	0.00	40.89	449.83	2,498.98	0.00	5430		4070	Freight Outgoing
950940	16 Dec 2025	Receivable Invoice	SHAWN 25.09.25-02		VPB25060070 - VAC BAG 250MM X 600MM X 70UM  500/CTN $/1000 (UOM = THOU)   - (Customer Part # .)	3.0000	210.1000	0.00	63.03	693.33	746.13	0.00	5430		4040	Sales - Purchased Finished Goods
950940	16 Dec 2025	Receivable Invoice	SHAWN 25.09.25-02		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	48.0000	0.00	4.80	52.80	746.13	0.00	5430		4070	Freight Outgoing
950940	16 Dec 2025	Receivable Invoice	SHAWN 25.09.25-02		**WE SENT VPB40060070 AS WE DID NOT HAVE VPB25060070 REDAY TO DISPATCH CQ 16.10.25***	1.0000	0.0000	0.00	0.00	0.00	746.13	0.00	5430			
Total INDEPENDENT SEAFOOD PRODUCERS P/L						21.5000		0.00	295.01	3,245.11		0.00				
																
INDUSTRIAL DECONTAMINATION SERVICES																
951075	18 Mar 2026	Receivable Invoice	PO-2730		PB610740100YP - L/D YELLOW POLY BAG PRINTED "CONTAMINATED GARMENTS" 610MM X 740MM X 100UM; 100/CTN; $/CTN (UOM = CTN)   - (Customer Part # .)	103.0000	69.2895	0.00	713.68	7,850.50	9,159.20	0.00	6898		4030	Sales - Manufactured Finished Goods
951075	18 Mar 2026	Receivable Invoice	PO-2730		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	1,189.7300	0.00	118.97	1,308.70	9,159.20	0.00	6898		4070	Freight Outgoing
951075	18 Mar 2026	Receivable Invoice	PO-2730		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	9,159.20	0.00	6898			
951075	18 Mar 2026	Receivable Invoice	PO-2730		**DUE TO THIS ORDER BEING PLACED  AFTER THE CHRISTIMAS CUT OFF DATE THIS WILL NOT BE MANUFACTURED UNTILL  FEBRUARY 2026***	1.0000	0.0000	0.00	0.00	0.00	9,159.20	0.00	6898			
951075	18 Mar 2026	Receivable Invoice	PO-2730		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1.0000	0.0000	0.00	0.00	0.00	9,159.20	0.00	6898			
Total INDUSTRIAL DECONTAMINATION SERVICES						107.0000		0.00	832.65	9,159.20		0.00				
																
INJECTION MOULDING AUSTRALIA																
950821	05 Feb 2026	Receivable Invoice	JAYDEN-PHONE / EMAIL		PB250350100PV - EZI FIX - L/D NATURAL POLY BAG VENTED PRINTED 2C/1S 250MM X 350MM X 100UM 500/CTN $/THOU (UOM = THOU)	7.7000	196.7500	0.00	151.50	1,666.48	1,715.98	0.00	5145	SUPPLIERS	4030	Sales - Manufactured Finished Goods
950821	05 Feb 2026	Receivable Invoice	JAYDEN-PHONE / EMAIL		**CUSTOMER REQUIRED QOUTE FOR THIS ITEM BEFORE MANAFACTURING THE ORDER****JAYDEN -0466499949 CALL OR EMAIL HIM WITH THE CURRENT PRICE AND HOW LONG***	1.0000	0.0000	0.00	0.00	0.00	1,715.98	0.00	5145	SUPPLIERS		
950821	05 Feb 2026	Receivable Invoice	JAYDEN-PHONE / EMAIL		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	45.0000	0.00	4.50	49.50	1,715.98	0.00	5145	SUPPLIERS	4070	Freight Outgoing
950821	05 Feb 2026	Receivable Invoice	JAYDEN-PHONE / EMAIL		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST  **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	1,715.98	0.00	5145	SUPPLIERS		
950821	05 Feb 2026	Receivable Invoice	JAYDEN-PHONE / EMAIL		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1.0000	0.0000	0.00	0.00	0.00	1,715.98	0.00	5145	SUPPLIERS		
Total INJECTION MOULDING AUSTRALIA						11.7000		0.00	156.00	1,715.98		0.00				
																
INSULATION INDUSTRIES																
950629	25 Nov 2025	Receivable Invoice	46039		PBR6001200200 - L/D NATURAL POLY BAG ON ROLL 600MM X 1200MM X 200UM; 75/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # .)	32.0000	135.0000	0.00	432.00	4,752.00	4,752.00	0.00	7089		4030	Sales - Manufactured Finished Goods
950629	25 Nov 2025	Receivable Invoice	46039		**CUSTOMER TO ORGANISE THE FREIGHT COMPANY WHEN READY***	1.0000	0.0000	0.00	0.00	0.00	4,752.00	0.00	7089			
950629	25 Nov 2025	Receivable Invoice	46039		**CALL MARTY AND HE WILL BOOK IN THE FREIGHT WITH THERE FREIGHT COMPANY WYEE TRANSPORT JUST HAVE DIMENSIONS READY ON THE CALL***	1.0000	0.0000	0.00	0.00	0.00	4,752.00	0.00	7089			
950629	25 Nov 2025	Receivable Invoice	46039		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1.0000	0.0000	0.00	0.00	0.00	4,752.00	0.00	7089			
Total INSULATION INDUSTRIES						35.0000		0.00	432.00	4,752.00		0.00				
																
IRONBARK HYDROPONICS																
950395	30 Jul 2025	Receivable Invoice	PHONE/EMAIL 24.07.25		PB35551035(1000) - K20: L/D NATURAL POLYBAG 355MM X 510MM X 35UM  1000/CTN  $PER 1000 (UOM = THOU)   - (Customer Part # BAG)	4.0000	87.5500	0.00	35.02	385.22	385.22	0.00	5434		4030	Sales - Manufactured Finished Goods
950395-02	09 Sep 2025	Receivable Invoice	PHONE/EMAIL 24.07.25		PB35535540 - L/D NATURAL POLY BAG 355MM X 355MM X40UM;1000/CTN; $/THOU (UOM = THOU)	19.0000	74.8500	0.00	142.22	1,564.37	1,564.37	0.00	5434		4030	Sales - Manufactured Finished Goods
950395-02	09 Sep 2025	Receivable Invoice	PHONE/EMAIL 24.07.25		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1.0000	0.0000	0.00	0.00	0.00	1,564.37	0.00	5434			
Total IRONBARK HYDROPONICS						24.0000		0.00	177.24	1,949.59		0.00				
																
JACARANDA KITCHENS																
950592	29 Aug 2025	Receivable Invoice	KERRIE -EMAIL		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	42.3500	0.00	4.24	46.59	220.39	0.00	6786		4070	Freight Outgoing
950592	29 Aug 2025	Receivable Invoice	KERRIE -EMAIL		PBR10151524100(50) - DRUMLINER 44 GAL: LD NATURAL POLY BAG ON ROLL 1015MM X 1524MM X 100UM, 50/ROLL, $PER ROLL (UOM = ROLL)	2.0000	79.0000	0.00	15.80	173.80	220.39	0.00	6786		4030	Sales - Manufactured Finished Goods
950592	29 Aug 2025	Receivable Invoice	KERRIE -EMAIL		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST  **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	220.39	0.00	6786			
Total JACARANDA KITCHENS						4.0000		0.00	20.04	220.39		0.00				
																
JASON MOORE																
951456	05 Feb 2026	Receivable Invoice			VPB25060070 - VAC BAG 250MM X 600MM X 70UM  500/CTN $/1000 (UOM = THOU)	0.5000	230.1000	0.00	11.51	126.56	126.56	0.00	7762		4040	Sales - Purchased Finished Goods
Total JASON MOORE						0.5000		0.00	11.51	126.56		0.00				
																
JAYLON PACIFIC PTY LTD																
950012	16 Jul 2025	Receivable Invoice	9253		PB400600150BLUV - L/D BLUE POLY BAG  5% UV TREATMENT  400MM X 600MM X 150UM  250 BAGS PER CARTON  $ PER CTN (UOM = CTN)   - (Customer Part # .)	49.8800	145.0000	0.00	723.26	7,955.86	8,039.24	0.00	5437		4030	Sales - Manufactured Finished Goods
950012	16 Jul 2025	Receivable Invoice	9253		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	75.8000	0.00	7.58	83.38	8,039.24	0.00	5437		4070	Freight Outgoing
950012	16 Jul 2025	Receivable Invoice	9253		****EMAIL AND OR CALL CUSTOMER ON 0403 026 500 FOR DELIVERY AS THE SITE IS UNMANNED CQ 15.05.25 CQ ****	1.0000	0.0000	0.00	0.00	0.00	8,039.24	0.00	5437			
950012	16 Jul 2025	Receivable Invoice	9253		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1.0000	0.0000	0.00	0.00	0.00	8,039.24	0.00	5437			
950012	16 Jul 2025	Receivable Invoice	9253		NOTE FOR FUTURE ORDERS****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST . **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	8,039.24	0.00	5437			
INV-6848	04 Aug 2025	Receivable Invoice	REDELIVERED GOODS		REDELIVERED GOODS ON INVOICE #950012	1.0000	68.9091	0.00	6.89	75.80	75.80	0.00	5437		5080	COG's Delivery
Total JAYLON PACIFIC PTY LTD						54.8800		0.00	737.73	8,115.04		0.00				
																
JOHN ENGELHARDT																
CN-6897	06 Feb 2026	Receivable Credit Note	CR FOR INV945150		PB250G360140BK - L/D BLACK PLANTER BAG 250MM GUSSETT (130MM + 120MM) X 360MM X 140UM;$/THOU (UOM = THOU)	(1.0000)	2,902.9000	0.00	0.00	(2,902.90)	(2,902.90)	(2,902.90)	7617		1200	Balancing account
CN-6897	06 Feb 2026	Receivable Credit Note	CR FOR INV945150		CUSTOMER SAYS THE HE HAD 14 FAULTY CTNS OF OF THE 44 HE RECEIVED BACK IN AUG 2025 ON INV#945150  NEED TO REFUND  ASAP CQ 06.02.26	0.0000	0.0000	0.00	0.00	0.00	(2,902.90)	0.00	7617			
INV-6899	10 Feb 2026	Receivable Invoice				0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	7617			
INV-6934	17 Mar 2026	Receivable Invoice	Double pay repay		REFUND ON INCORRECT STOCK RECEIVED CQ 03.03.26	1.0000	2,902.9000	0.00	0.00	2,902.90	2,902.90	0.00	7617		4030	Sales - Manufactured Finished Goods
Total JOHN ENGELHARDT						0.0000		0.00	0.00	0.00		(2,902.90)				
																
JOHN FLYNN PRIVATE HOSPITAL																
950721	16 Sep 2025	Receivable Invoice	4507121796		PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	96.0000	0.00	9.60	105.60	132.00	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
950721	16 Sep 2025	Receivable Invoice	4507121796		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	24.0000	0.00	2.40	26.40	132.00	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
951127	20 Nov 2025	Receivable Invoice	4507218302		PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	96.0000	0.00	9.60	105.60	140.80	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
951127	20 Nov 2025	Receivable Invoice	4507218302		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	32.0000	0.00	3.20	35.20	140.80	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
951530	18 Feb 2026	Receivable Invoice	4507335077		PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	96.0000	0.00	9.60	105.60	141.88	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
951530	18 Feb 2026	Receivable Invoice	4507335077		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	32.9800	0.00	3.30	36.28	141.88	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
951739	23 Mar 2026	Receivable Invoice	4507389424		PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	96.0000	0.00	9.60	105.60	149.55	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
951739	23 Mar 2026	Receivable Invoice	4507389424		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	39.9500	0.00	4.00	43.95	149.55	0.00	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
951784	31 Mar 2026	Receivable Invoice	4507400536		PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	96.0000	0.00	9.60	105.60	149.49	105.60	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
951784	31 Mar 2026	Receivable Invoice	4507400536		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	39.9000	0.00	3.99	43.89	149.49	43.89	7401	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
Total JOHN FLYNN PRIVATE HOSPITAL						10.0000		0.00	64.89	713.72		149.49				
																
KAI COFFEE PTY LTD																
950598	27 Aug 2025	Receivable Invoice	MAY/JUNE STOCK		CARTON KAI - 525/325/255 LARGE PRINTED - PRINTED CARTON, RSC, GLUED INSIDE BOARD GRADE, 525MM X 325MM X 255MM LARGE (MINIMUM 500/300 PALLET) (UOM = ea)   - (Customer Part # CARTONS)	2,055.0000	2.9500	0.00	606.23	6,668.48	6,668.48	0.00	6769	SUPPLIERS	4040	Sales - Purchased Finished Goods
950567	27 Aug 2025	Receivable Invoice	JUL/AUG STOCK		CARTON KAI - 525/325/255 LARGE PRINTED - PRINTED CARTON, RSC, GLUED INSIDE BOARD GRADE, 525MM X 325MM X 255MM LARGE (MINIMUM 500/300 PALLET) (UOM = ea)   - (Customer Part # CARTONS)	1,500.0000	2.9500	0.00	442.50	4,867.50	4,867.50	0.00	6769	SUPPLIERS	4040	Sales - Purchased Finished Goods
950665	08 Sep 2025	Receivable Invoice	SEPT/OCT STOCK		CARTON KAI 225/200/80 (515991) - CARTON KAI 225/200/80 TWIN WALL - PRINTED 2 SIDES (UOM = ea)	1,200.0000	2.2000	0.00	264.00	2,904.00	2,904.00	0.00	6769	SUPPLIERS	4040	Sales - Purchased Finished Goods
	26 Sep 2025	Receivable Overpayment	OVERPAYMENT 		OVERPAYMENT	(1.0000)	3,000.0000	0.00	0.00	(3,000.00)	(3,000.00)	0.00	6769	SUPPLIERS	1095	Accounts Receivable
951065	06 Nov 2025	Receivable Invoice	WALK IN -KAYLE		TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	1.0000	90.0000	0.00	9.00	99.00	99.00	0.00	6769	SUPPLIERS	4030	Sales - Manufactured Finished Goods
951065	06 Nov 2025	Receivable Invoice	WALK IN -KAYLE		**HAS TAKEN ORDER***6/11/25	1.0000	0.0000	0.00	0.00	0.00	99.00	0.00	6769	SUPPLIERS		
951242	17 Dec 2025	Receivable Invoice	NOV/DEC STOCK		CARTON KAI - 340/255/135 SMALL PRINTED - PRINTED CARTON, RSC, GLUED INSIDE BOARD GRADE, 340MM X 255MM X 135MM SMALL (UOM = ea)	1,300.0000	2.0000	0.00	0.00	2,600.00	5,884.49	0.00	6769	SUPPLIERS	4040	Sales - Purchased Finished Goods
951242	17 Dec 2025	Receivable Invoice	NOV/DEC STOCK		CARTON KAI - 525/325/130 MEDIUM PRINTED - PRINTED CARTON, RSC, GLUED INSIDE BOARD GRADE, 525MM X 325MM X 130MM MEDIUM (UOM = CTN)	1,614.0000	1.8500	0.00	298.59	3,284.49	5,884.49	0.00	6769	SUPPLIERS	4040	Sales - Purchased Finished Goods
951296	05 Jan 2026	Receivable Invoice	WALK IN -SEAN5/1/26		TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	1.0000	90.0000	0.00	9.00	99.00	99.00	0.00	6769	SUPPLIERS	4030	Sales - Manufactured Finished Goods
951296	05 Jan 2026	Receivable Invoice	WALK IN -SEAN5/1/26		**HAS TAKEN ORDER***5/1/25**	1.0000	0.0000	0.00	0.00	0.00	99.00	0.00	6769	SUPPLIERS		
951568	20 Feb 2026	Receivable Invoice	SILIS 20.02.26		TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	1.0000	90.0000	0.00	9.00	99.00	99.00	0.00	6769	SUPPLIERS	4030	Sales - Manufactured Finished Goods
Total KAI COFFEE PTY LTD						7,673.0000		0.00	1,638.32	17,621.47		0.00				
																
KATIM PLASTICS																
950452	31 Jul 2025	Receivable Invoice	PHONE ORDER		PB405610100 QPB08 - QPB08:  LD NATURAL POLY BAG 405MM (W) X 610MM (L) X 100UM  300/CTN  $/CTN (UOM = CTN)   - (Customer Part # .)	2.0000	72.4500	0.00	14.49	159.39	159.39	0.00	5449		4030	Sales - Manufactured Finished Goods
950452	31 Jul 2025	Receivable Invoice	PHONE ORDER		***CUSTOMER TO COLLECT ORDER FRI 1/8/25 AFTER  9AM****	1.0000	0.0000	0.00	0.00	0.00	159.39	0.00	5449			
951143	21 Nov 2025	Receivable Invoice	MARK-PHONE		PB405610100 QPB08 - QPB08:  LD NATURAL POLY BAG 405MM (W) X 610MM (L) X 100UM  300/CTN  $/CTN (UOM = CTN)   - (Customer Part # .)	2.0000	72.4500	0.00	14.49	159.39	332.64	0.00	5449		4030	Sales - Manufactured Finished Goods
951143	21 Nov 2025	Receivable Invoice	MARK-PHONE		T35075-25kg - L/D NATURAL POLY TUBE 350MM X  75UM  25kg/ROLL  $/kg (UOM = kg)   - (Customer Part # TUBE)	25.0000	6.3000	0.00	15.75	173.25	332.64	0.00	5449		4030	Sales - Manufactured Finished Goods
Total KATIM PLASTICS						30.0000		0.00	44.73	492.03		0.00				
																
KAWANA CHLORINATORS																
950830	30 Sep 2025	Receivable Invoice	9364		T30075(25) - L/D NATURAL POLYTUBE 300MM X 600M X  75UM  25kilogram (kg)/ROLL $PER kilogram (kg) (UOM = kg)   - (Customer Part # .)	100.0000	5.2500	0.00	52.50	577.50	577.50	0.00	6770		4030	Sales - Manufactured Finished Goods
950830	30 Sep 2025	Receivable Invoice	9364		**CUSTOMER TO COLLECT***WHEN READY	1.0000	0.0000	0.00	0.00	0.00	577.50	0.00	6770			
951749	25 Mar 2026	Receivable Invoice	9546		T370100(20kg) - L/D NATURAL TUBE 370 X 284MTS X 100UM 20kg/ROLL; $/kg (UOM = kg)   - (Customer Part # TUBE)	140.0000	5.7500	0.00	80.50	885.50	885.50	885.50	6770		4030	Sales - Manufactured Finished Goods
Total KAWANA CHLORINATORS						241.0000		0.00	133.00	1,463.00		885.50				
																
KAWANA PRIVATE HOSPITAL																
950293	07 Jul 2025	Receivable Invoice	AC180014901		PB1000G120030-IMP - CL12030 - LD NATURAL POLY BAG  1000MM GUSSET X 1200MM X 30UM  (200 PER CARTON) PRICE PER CARTON (UOM = CTN)	6.0000	90.0000	0.00	54.00	594.00	594.00	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
950436	30 Jul 2025	Receivable Invoice	AC180016134		PBR1000G120030(200) ROLL - CL 12030 ROLL MD NATURAL POLY BAG 1000MM GUSSET(W) X 1200MM(I)X 30UM ;200/ROLL;$/ROLL (UOM = ROLL)	6.0000	90.0000	0.00	54.00	594.00	594.00	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
950442	31 Jul 2025	Receivable Invoice	AC180016134-02		PB1000G120030-IMP - CL12030 - LD NATURAL POLY BAG  1000MM GUSSET X 1200MM X 30UM  (200 PER CARTON) PRICE PER CARTON (UOM = CTN)	6.0000	90.0000	0.00	54.00	594.00	594.00	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
950442	31 Jul 2025	Receivable Invoice	AC180016134-02		***THIS INV HAS A -02 AFTER, AS THE INCORRECT ITEMS WERE RECEIVED ON ORGINAL PO#AC180016134. THAT PO# HAS BEEN CREDITED AND THE CORRECT STOCK DISPATCHED AND INVOICE WITH THIS -02 ON THE 31.07.25 AFTER RECEIVING A CALL FROM YOUR TEAM 31.07.25 CQ***	1.0000	0.0000	0.00	0.00	0.00	594.00	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
CN-6847	01 Aug 2025	Receivable Credit Note	950461		PBR1000G120030(200) ROLL - CL 12030 ROLL MD NATURAL POLY BAG 1000MM GUSSET(W) X 1200MM(I)X 30UM ;200/ROLL;$/ROLL (UOM = ROLL)   - Note: INCORRECT STOCK SENT ROLLS AND THE CUSTOMERS PO STATED CTNS RETURNED HAS HAPPENED WITH A REPLACEMENT ON 31.07.25 CQ 01.08.25	(6.0000)	90.0000	0.00	(54.00)	(594.00)	(594.00)	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
950542	18 Aug 2025	Receivable Invoice	AC180017103		PBR10151524100(50) - DRUMLINER 44 GAL: LD NATURAL POLY BAG ON ROLL 1015MM X 1524MM X 100UM, 50/ROLL, $PER ROLL (UOM = ROLL)	6.0000	64.9500	0.00	38.97	428.67	725.67	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
950542	18 Aug 2025	Receivable Invoice	AC180017103		PB1000G120030(200) - CL12030  MD NATURAL POLY BAG 1000MM GUSSET(w) X 1200MM(l) X 30UM  200/CTN  $/CTN (UOM = CTN)   - (Customer Part # BAG)	3.0000	90.0000	0.00	27.00	297.00	725.67	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
950542	18 Aug 2025	Receivable Invoice	AC180017103		**SUBSITITUTE  THE PBR 10151524100(50) ROLLS FOR THE 50 BAGS PER ROLL****APPROVAL BY RAF15/08/25***DF	1.0000	0.0000	0.00	0.00	0.00	725.67	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
950628	01 Sep 2025	Receivable Invoice	AC180017888		PB1000G120030-IMP - CL12030 - LD NATURAL POLY BAG  1000MM GUSSET X 1200MM X 30UM  (200 PER CARTON) PRICE PER CARTON (UOM = CTN)	6.0000	90.0000	0.00	54.00	594.00	594.00	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
	02 Sep 2025	Receivable Overpayment	OVERPAYMENT FOR 950436		OVERPAYMENT 950436	(1.0000)	594.0000	0.00	0.00	(594.00)	(594.00)	0.00	5455	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	1095	Accounts Receivable
